size,best_case_time,best_case_memory,worst_case_time,worst_case_memory,avg_case_time,avg_case_memory
100,0.015384435653686523,0.003202,0.04124331474304199,0.003202,0.027821683883666994,0.0032212000000000005
200,0.09040594100952148,0.003202,0.14102888107299805,0.003202,0.14433350563049316,0.0031779999999999994
300,0.2421433925628662,0.003262,0.47051048278808594,0.003262,0.39383668899536134,0.003238
500,3.5671069622039795,0.004576,7.919496536254883,0.004576,11.948132181167603,0.004552
