timestamp,algorithm,size,case,time,memory
2024-07-03 15:48:05,MergeSort,100,melhor,0.0,0.00153350830078125
2024-07-03 15:48:05,MergeSort,100,pior,0.0,0.00153350830078125
2024-07-03 15:48:05,MergeSort,100,medio,0.0006002902984619141,0.00153350830078125
2024-07-03 15:48:05,MergeSort,1000,melhor,0.000762939453125,0.015289306640625
2024-07-03 15:48:05,MergeSort,1000,pior,0.018895387649536133,0.015289306640625
2024-07-03 15:48:05,MergeSort,1000,medio,0.007646417617797852,0.015289306640625
2024-07-03 15:48:05,MergeSort,10000,melhor,0.2973611354827881,0.2940521240234375
2024-07-03 15:48:06,MergeSort,10000,pior,0.29927945137023926,0.25681495666503906
2024-07-03 15:48:07,MergeSort,10000,medio,0.3135531902313232,0.23715953826904296
2024-07-03 15:48:12,MergeSort,100000,melhor,4.549985408782959,1.6683435440063477
2024-07-03 15:48:16,MergeSort,100000,pior,4.2510552406311035,1.668269157409668
2024-07-03 15:48:39,MergeSort,100000,medio,4.469710159301758,1.6111360549926759
2024-07-03 15:49:41,MergeSort,1000000,melhor,62.19747829437256,15.401497840881348
2024-07-03 15:50:40,MergeSort,1000000,pior,58.64524221420288,15.401275634765625
2024-07-03 15:56:23,MergeSort,1000000,medio,68.02218899726867,15.400904846191406
2024-07-03 15:58:55,QuickSort,100,melhor,0.0020058155059814453,0.00296783447265625
2024-07-03 15:58:55,QuickSort,100,pior,0.0015225410461425781,0.0030517578125
2024-07-03 15:58:55,QuickSort,100,medio,0.000672292709350586,0.0052947998046875
2024-07-03 15:58:55,QuickSort,1000,melhor,0.0,0.024322509765625
2024-07-03 15:58:55,QuickSort,1000,pior,0.015040874481201172,0.02434539794921875
2024-07-03 15:58:55,QuickSort,1000,medio,0.009599781036376953,0.03253936767578125
2024-07-03 15:58:55,QuickSort,10000,melhor,0.0634915828704834,0.2385406494140625
2024-07-03 15:58:55,QuickSort,10000,pior,0.08211421966552734,0.3649892807006836
2024-07-03 15:58:56,QuickSort,10000,medio,0.12181053161621094,0.359112548828125
2024-07-03 15:58:57,QuickSort,100000,melhor,0.9389069080352783,2.5767898559570312
2024-07-03 15:58:58,QuickSort,100000,pior,1.0451295375823975,2.576753616333008
2024-07-03 15:59:04,QuickSort,100000,medio,1.1691372871398926,3.759832763671875
2024-07-03 15:59:12,QuickSort,1000000,melhor,8.267723321914673,23.692147254943848
2024-07-03 15:59:20,QuickSort,1000000,pior,8.309196472167969,23.69194793701172
2024-07-03 16:00:33,QuickSort,1000000,medio,13.735175228118896,38.40006713867187
2024-07-03 16:46:46,BlockSort,100,melhor,0.0,0.0021820068359375
2024-07-03 16:46:46,BlockSort,100,pior,0.0,0.0021820068359375
2024-07-03 16:46:46,BlockSort,100,medio,3.590583801269531e-05,0.0021820068359375
2024-07-03 16:46:46,BlockSort,1000,melhor,0.0023910999298095703,0.017009735107421875
2024-07-03 16:46:46,BlockSort,1000,pior,0.0,0.017009735107421875
2024-07-03 16:46:46,BlockSort,1000,medio,0.002478504180908203,0.017009735107421875
2024-07-03 16:46:46,BlockSort,10000,melhor,0.02418041229248047,0.16537857055664062
2024-07-03 16:46:46,BlockSort,10000,pior,0.01944279670715332,0.16521835327148438
2024-07-03 16:46:46,BlockSort,10000,medio,0.022076892852783202,0.16521835327148438
2024-07-03 16:46:46,BlockSort,100000,melhor,0.2533378601074219,1.7692909240722656
2024-07-03 16:46:47,BlockSort,100000,pior,0.26146388053894043,1.7690391540527344
2024-07-03 16:46:48,BlockSort,100000,medio,0.27088236808776855,1.6558753967285156
2024-07-03 16:46:51,BlockSort,1000000,melhor,2.909695625305176,16.496702194213867
2024-07-03 16:46:54,BlockSort,1000000,pior,2.8426525592803955,16.49673080444336
2024-07-03 16:47:13,BlockSort,1000000,medio,3.2143121719360352,16.411783599853514
